home_id,price,area,living_area,kitchen_area,number_of_rooms,status,furnishing_status,bathroom,floor,total_floors,built_year,address,with_makler,home_ad_link
321,105000.0,70.0,56.0,14.0,3,new,unfurnished,,3,7,,Yunusobod,False,https://www.olx.uz/d/oz/obyavlenie/barocco-sotuvda-3-xonalik-korobka-gidrometcenter-yunusobod-ID445u7.html
322,57000.0,56.0,40.0,15.0,2,new,furnished,shared,1,7,2019.0,Sirg‘ali,False,https://www.olx.uz/d/oz/obyavlenie/srochno-8-hudud-2-1-7-56kv-ID3Xmgc.html
323,470000.0,228.0,182.4,45.6,4,new,unfurnished,,3,6,,Yakkasaroy,False,https://www.olx.uz/d/oz/obyavlenie/srochno-uy-sotiladi-4-3-6-228m2-felicita-turar-joy-majmuasi-ID439W4.html
324,195000.0,45.0,36.0,9.0,1,new,furnished,,7,9,,Shayxontohur,False,https://www.olx.uz/d/oz/obyavlenie/gardens-sotuvda-1-xonalik-uy-remont-tashkent-city-shayxontohur-ID43uZj.html
325,105000.0,68.0,54.4,13.6,3,new,furnished,,5,5,,Mirobod,False,https://www.olx.uz/d/oz/obyavlenie/novostroyka-sotuvda-3-xonalik-uy-remont-fargona-yoli-mirobod-tumani-ID43Cqv.html
326,68000.0,70.0,70.0,12.0,3,new,furnished,private,1,4,2019.0,Eshonguzar,False,https://www.olx.uz/d/oz/obyavlenie/3-xona-razdelni-68-min-sotiladi-srochniy-birinchi-etaj-ID44u8p.html
327,10000000.0,38.0,26.0,6.0,2,new,unfurnished,shared,4,16,2023.0,Chilonzor,False,https://www.olx.uz/d/oz/obyavlenie/dombrobod-cityda-4etaj-2xonali-uy-sotiladi-ID44fq8.html
328,171000.0,60.0,48.0,12.0,2,new,unfurnished,shared,13,51,,Shayxontohur,False,https://www.olx.uz/d/oz/obyavlenie/srochno-nest-one-2kom-korobka-60m2-metro-uzbekistan-tashkent-city-ID44f5W.html
329,109000.0,120.0,120.0,10.0,6,new,furnished,private,2,2,2020.0,Sirg‘ali,True,https://www.olx.uz/d/oz/obyavlenie/kivartira-sotiladi-sirgli-120-mk-ID3XyHk.html
330,80000.0,88.0,75.0,10.0,3,new,unfurnished,private,5,7,,Mirobod,False,https://www.olx.uz/d/oz/obyavlenie/3-xonali-kvartira-sotiladi-88-mkv-ID434fh.html
331,512000000.0,58.0,58.0,14.0,2,new,unfurnished,,14,16,,Yashnobod,False,https://www.olx.uz/d/oz/obyavlenie/navastrojka-2-14-16-korobka-kvartira-okolo-roxat-metro-v-yashnobode-ID43ErX.html
332,55800.0,56.0,56.0,12.0,2,new,furnished,private,5,7,2019.0,Sirg‘ali,False,https://www.olx.uz/d/oz/obyavlenie/sergeli-yangi-choshtepa-2-xona-sotiladi-ID43O6Z.html
333,550.0,50.0,15.0,15.0,1,new,furnished,private,4,10,,Olmazor,False,https://www.olx.uz/d/oz/obyavlenie/qora-qamish-1-3-suv-boyida-yangi-navastroyka-dom-ID44hzY.html
334,54000.0,60.0,60.0,15.0,2,new,unfurnished,private,1,16,2024.0,Mirobod,False,https://www.olx.uz/d/oz/obyavlenie/prodaetsya-xonabod-residence-2-x-komnatnaya-60m2-ID44vAX.html
335,56000.0,50.87,40.7,10.17,2,new,unfurnished,private,8,16,2024.0,Yakkasaroy,False,https://www.olx.uz/d/oz/obyavlenie/xonsaroy-salom-qoyliq-tayyor-kadastr-ID3LFKc.html
336,41000.0,36.0,28.8,7.2,1,new,unfurnished,shared,6,12,,Shayxontohur,False,https://www.olx.uz/d/oz/obyavlenie/arzon-charx-novza-1kom-korobka-36m2-rovd-shajxantaxur-oktepa-ID42TRt.html
337,105000.0,66.0,52.8,13.2,2,new,unfurnished,,9,9,,Mirzo-Ulug‘bek,False,https://www.olx.uz/d/oz/obyavlenie/nrg-mirzo-ulugbek-sotuvda-2-xonalik-korobka-sayram-kochasi-boz-bozor-ID41ldL.html
338,225000.0,200.0,160.0,40.0,5,new,furnished,shared,1,8,2023.0,Olmazor,False,https://www.olx.uz/d/oz/obyavlenie/uj-sotiladi-novostrojka-sagbon-kuchasida-baurumda-200m2-bita-etazhdashb-ID41l3w.html
339,149999.0,92.0,73.6,18.4,3,new,unfurnished,shared,7,9,,Mirobod,False,https://www.olx.uz/d/oz/obyavlenie/prodaetsya-greenwich-haqiqiy-3kom-92m2-uzbum-elektroapparat-ID41Ay9.html
340,99500.0,71.0,70.0,19.0,3,new,furnished,private,3,5,1990.0,Olmazor,False,https://www.olx.uz/d/oz/obyavlenie/sebzor-masjid-va-metro-oldida-kvartira-ID3WCDD.html
341,54000.0,60.0,60.0,12.0,2,new,furnished,shared,1,16,,Sirg‘ali,False,https://www.olx.uz/d/oz/obyavlenie/xonobod-residence-2xona-ipoteka-kredit-yoki-subsidiya-naqd-ID43K8W.html
342,162000000.0,36.0,36.0,9.0,1,new,unfurnished,private,10,16,,Chirchiq,False,https://www.olx.uz/d/oz/obyavlenie/novostrojka-global-house-hayot-residence-ID43vOV.html
343,52000.0,55.0,44.0,11.0,3,new,unfurnished,,8,9,2021.0,Sirg‘ali,False,https://www.olx.uz/d/oz/obyavlenie/sergili-stroitelda-55m-kv-ipotekaga-mumkin-ID3Mcvy.html
344,31000.0,42.0,38.0,8.4,2,new,furnished,shared,2,9,2023.0,Chirchiq,False,https://www.olx.uz/d/oz/obyavlenie/yengi-9-etajka-novastroykada-dom-sotiladi-2x-ID3RNGq.html
345,260000.0,65.0,52.0,13.0,2,new,furnished,,11,15,,Mirobod,False,https://www.olx.uz/d/oz/obyavlenie/infinity-sotuvda-2-xonalik-uy-remont-c-1-sodiq-azimov-kochasi-ID44bz6.html
346,55000.0,68.0,54.4,10.0,3,new,unfurnished,private,15,16,,Yashnobod,False,https://www.olx.uz/d/oz/obyavlenie/yashnabod-rayon-olmos-maxallasi-3-15-16-hechkim-yashamagan-yangi-uy-ID41OwO.html
347,350000.0,244.0,127.0,48.8,1,new,unfurnished,,8,8,,Yakkasaroy,False,https://www.olx.uz/d/oz/obyavlenie/xonadon-korobka-yakkasaroy-tumanida-ID3KYF0.html
348,6500000.0,51.0,51.0,11.0,2,new,unfurnished,private,4,9,,To'ytepa,False,https://www.olx.uz/d/oz/obyavlenie/nurafshon-citydan-novostrojka-kvartira-4-mlndan-ID3SPXI.html
349,81999.0,60.0,48.0,12.0,2,new,unfurnished,private,13,14,,Yakkasaroy,False,https://www.olx.uz/d/oz/obyavlenie/arzon-yakkasaraj-shoshkent-2kom-korobka-60m2-po-1360-u-e-shrustavelli-ID4262J.html
350,214999.0,153.0,122.4,30.6,4,new,unfurnished,private,10,11,,Yunusobod,False,https://www.olx.uz/d/oz/obyavlenie/srochno-muxtasham-4-kom-153m2-po-1400-u-e-brasserie-minor-allajskij-ID422qY.html
351,330000.0,100.0,80.0,20.0,3,new,furnished,,6,8,,Shayxontohur,False,https://www.olx.uz/d/oz/obyavlenie/gardens-sotuvda-3-xonalik-uy-remont-tashkent-city-shayxontohur-ID42CYJ.html
352,68000.0,70.0,70.0,12.0,3,new,furnished,private,1,4,2019.0,Eshonguzar,False,https://www.olx.uz/d/oz/obyavlenie/3-xona-razdelni-68-min-sotiladi-srochniy-birinchi-etaj-ID44u8p.html
353,17500.0,35.39,35.39,35.39,1,new,unfurnished,private,8,10,2024.0,Chirchiq,False,https://www.olx.uz/d/oz/obyavlenie/karvon-bozorda-yanqi-qurilgan-uylarda-1-2-xonalik-uylarimiz-bor-ID44lwQ.html
354,512000000.0,58.0,58.0,14.0,2,new,unfurnished,,14,16,,Yashnobod,False,https://www.olx.uz/d/oz/obyavlenie/navastrojka-2-14-16-korobka-kvartira-okolo-roxat-metro-v-yashnobode-ID43ErX.html
355,225000.0,67.0,53.6,13.4,2,new,furnished,,4,7,,Shayxontohur,False,https://www.olx.uz/d/oz/obyavlenie/boulevard-sotuvda-2-xonalik-uy-remont-tashkent-city-shayxontohur-ID43ogY.html
356,570481682.0,36.0,28.8,7.2,2,new,furnished,,1,7,2024.0,Yashnobod,False,https://www.olx.uz/d/oz/obyavlenie/grand-city-toshkentda-2-xonali-kvartira-sotiladi-ID3VxKM.html
357,149000.0,75.0,60.0,15.0,3,new,furnished,,9,10,,Mirobod,False,https://www.olx.uz/d/oz/obyavlenie/mirabad-palace-sotuvda-3-xonalik-uy-remont-katta-mirobod-kochasi-ID44iP6.html
358,76999.0,51.45,41.16,10.29,2,new,unfurnished,shared,5,9,,Mirzo-Ulug‘bek,False,https://www.olx.uz/d/oz/obyavlenie/srochno-arzon-dinastiya-golden-house-2kom-51-45m2-parkenskij-haqiqiy-ID41AYa.html
359,42500.0,37.0,30.0,7.0,1,new,furnished,shared,6,7,2017.0,Chilonzor,False,https://www.olx.uz/d/oz/obyavlenie/sergili-choshtepada-1-xona-uy-sotiladi-ID442km.html
360,250000.0,121.0,96.8,24.2,4,new,furnished,,7,10,,Mirobod,False,https://www.olx.uz/d/oz/obyavlenie/mirabad-palace-sotuvda-4-xonalik-uy-remont-nukus-kochasi-ID434Ub.html
361,1200000.0,250.0,200.0,50.0,5,new,unfurnished,,7,8,,Shayxontohur,False,https://www.olx.uz/d/oz/obyavlenie/gardens-sotuvda-5-xonalik-korobka-tashkent-city-shayxontohur-tumani-ID3PgQW.html
362,26000.0,70.0,70.0,12.0,3,new,unfurnished,private,8,16,,Sirg‘ali,False,https://www.olx.uz/d/oz/obyavlenie/xonobot-metro-bekati-yonidan-uy-sotiladi-kridit-va-subsidiyaga-3-xona-ID43ImU.html
363,65000.0,675.0,675.0,135.0,3,new,unfurnished,,2,2,,Keles,False,https://www.olx.uz/d/oz/obyavlenie/dom4-etachkaliy-2-chi-etaj-3-xona-67-5-kmkirpichniy-dom-fay-fay-bor-ID3EvUU.html
364,162000000.0,36.0,36.0,9.0,1,new,unfurnished,private,10,16,,Chirchiq,False,https://www.olx.uz/d/oz/obyavlenie/novostrojka-global-house-hayot-residence-ID43vOV.html
365,82000.0,70.0,70.0,14.0,3,new,unfurnished,private,3,8,2023.0,Shayxontohur,False,https://www.olx.uz/d/oz/obyavlenie/prodaetsya-3-komnatnaya-kvartira-or-r-stroy-mart-ID42ZU6.html
366,66000.0,70.0,56.0,14.0,2,new,furnished,shared,5,7,,Sirg‘ali,False,https://www.olx.uz/d/oz/obyavlenie/sergeli-6a-2-5-7-obshhaya-ploshhad-70-kv-m-s-mebelyu-i-texnikoj-ID390Vb.html
367,54000.0,60.0,60.0,12.0,2,new,furnished,shared,1,16,,Sirg‘ali,False,https://www.olx.uz/d/oz/obyavlenie/xonobod-residence-2xona-ipoteka-kredit-yoki-subsidiya-naqd-ID43K8W.html
368,89000.0,88.0,88.0,17.6,3,new,furnished,,8,16,,Mirzo-Ulug‘bek,False,https://www.olx.uz/d/oz/obyavlenie/kvartira-sotiladi-mirzo-ulugbek-tumani-ID3PtbN.html
369,183999.0,141.0,112.8,28.2,5,new,unfurnished,shared,7,10,,Yakkasaroy,False,https://www.olx.uz/d/oz/obyavlenie/srochno-arzon-yakkasaraj-dream-house-5kom-141m2-8-j-roddom-haqiqiy-ID43qas.html
370,15000.0,50.0,40.0,10.0,2,new,unfurnished,private,8,9,2023.0,Yunusobod,False,https://www.olx.uz/d/oz/obyavlenie/yuunsabad-4-novostrojke-ID44eWG.html
371,62000.0,72.0,71.0,14.0,3,new,unfurnished,private,12,16,2023.0,Mirobod,False,https://www.olx.uz/d/oz/obyavlenie/sergili-5-hududdagi-kvartira-sotiladi-ID3Z5zK.html
372,130000.0,120.0,96.0,24.0,5,new,furnished,shared,2,9,,Shayxontohur,False,https://www.olx.uz/d/oz/obyavlenie/srochno-kvartira-sotiladi-shayhontoxur-tumani-gulzor-2-3-2-2-9-ID3XMUu.html
373,120000.0,77.0,61.6,15.4,3,new,unfurnished,private,12,16,,Yakkasaroy,False,https://www.olx.uz/d/oz/obyavlenie/markazda-yangi-qurilgan-kvartira-sotiladi-3-12-16-77m-kosmonavtlar-m-ID3XNRb.html
374,75000.0,73.0,73.0,14.6,2,new,furnished,private,2,4,,Keles,False,https://www.olx.uz/d/oz/obyavlenie/zamona-toyxona-togrisida-uy-sotiladi-ID3ZF1P.html
375,244000.0,106.0,84.8,21.2,3,new,furnished,,3,9,,Mirobod,False,https://www.olx.uz/d/oz/obyavlenie/golden-house-sotuvda-3-xonalik-uy-remont-gostinica-rossiya-mirobod-ID43Uvx.html
376,225000.0,150.0,120.0,30.0,4,new,furnished,shared,2,6,,Yakkasaroy,False,https://www.olx.uz/d/oz/obyavlenie/novostroyka-sotuvda-4-xonalik-uy-remont-a-qahhor-yakkasaroy-tumani-ID3X0Sm.html
377,112000.0,48.0,38.4,9.6,2,new,furnished,,11,14,,Yakkasaroy,False,https://www.olx.uz/d/oz/obyavlenie/prestige-gardens-sotuvda-2-xonalik-uy-remont-shota-rustaveli-kochasi-ID43rni.html
378,142000.0,110.0,110.0,22.0,4,new,unfurnished,private,6,10,,Olmazor,False,https://www.olx.uz/d/oz/obyavlenie/navastryoka-dom-sotiladi-lyuks-remont-kvartira-ID44qwZ.html
379,80000.0,88.0,75.0,10.0,3,new,unfurnished,private,5,7,,Mirobod,False,https://www.olx.uz/d/oz/obyavlenie/3-xonali-kvartira-sotiladi-88-mkv-ID434fh.html
380,42500.0,52.0,50.0,10.4,1,new,unfurnished,private,4,8,,Mirobod,False,https://www.olx.uz/d/oz/obyavlenie/furqat-plaza-1-ID417qg.html
381,268000.0,71.0,56.8,14.2,3,new,furnished,,5,12,,Yashnobod,False,https://www.olx.uz/d/oz/obyavlenie/infinity-sotuvda-3-xonalik-uy-remont-sodiq-azimov-kochasi-c-1-ID43xV4.html
382,147000.0,82.0,65.6,16.4,2,new,furnished,,6,6,,Yakkasaroy,False,https://www.olx.uz/d/oz/obyavlenie/orzu-sotuvda-2-xonalik-uy-remont-glinka-nukus-kochasi-ID43Ym6.html
383,130000.0,83.0,66.4,16.6,3,new,unfurnished,,5,10,,Yunusobod,False,https://www.olx.uz/d/oz/obyavlenie/barocco-sotuvda-3-xonalik-korobka-niyozbek-yoli-kochasi-yunusobod-ID403OU.html
384,165000.0,62.0,49.6,12.4,3,new,furnished,,2,12,,Mirzo-Ulug‘bek,False,https://www.olx.uz/d/oz/obyavlenie/nrg-mirzo-ulugbek-sotuvda-3-xonalik-uy-remont-sayram-kochasi-ID43Uw9.html
385,155000.0,50.0,40.0,10.0,2,new,furnished,,12,27,,Shayxontohur,False,https://www.olx.uz/d/oz/obyavlenie/nrg-u-tower-sotuvda-2-xonalik-uy-remont-xalqlar-dostligi-ID41BGF.html
386,340000.0,185.0,148.0,37.0,4,new,furnished,,4,8,,Yunusobod,False,https://www.olx.uz/d/oz/obyavlenie/c-6-gabus-sotuvda-4-xonalik-uy-remont-minor-millenium-ID3Y3EH.html
387,180000.0,92.0,73.6,18.4,3,new,furnished,,4,8,,Mirobod,False,https://www.olx.uz/d/oz/obyavlenie/greenwich-sotuvda-3-xonalik-uy-remont-elektroapparat-mirobod-ID43UAx.html
388,95000.0,70.0,56.0,14.0,2,new,furnished,,6,10,,Yashnobod,False,https://www.olx.uz/d/oz/obyavlenie/new-life-sotuvda-2-xonalik-uy-remont-maxtumkuli-kochasi-makro-ID42YDf.html
389,220000.0,105.0,84.0,21.0,3,new,furnished,,8,10,,Mirobod,False,https://www.olx.uz/d/oz/obyavlenie/mirobod-sotuvda-3-xonalik-uy-remont-chexov-kochasi-fedorovich-ID4324J.html
390,185000.0,74.0,59.2,14.8,3,new,furnished,,8,11,,Mirzo-Ulug‘bek,False,https://www.olx.uz/d/oz/obyavlenie/wiston-sotuvda-3-xonalik-uy-remont-niyozbek-yoli-kochasi-ID43ro2.html
391,45000.0,54.0,44.0,8.0,3,new,furnished,private,2,4,2021.0,Nazarbek,False,https://www.olx.uz/d/oz/obyavlenie/uy-sotiladi-nazarbekda-ID43z1M.html
392,66000.0,68.0,68.0,25.0,2,new,unfurnished,shared,8,10,2023.0,Uchtepa,False,https://www.olx.uz/d/oz/obyavlenie/uchtepa-tumani-uy-sotiladi-2-8-10-eski-uy-bozir-ornida-qurilga-68-8-kv-ID43pdj.html
393,180000.0,173.0,138.4,34.6,3,new,furnished,shared,8,8,,Yakkasaroy,False,https://www.olx.uz/d/oz/obyavlenie/prodaetsya-3-komnatnaya-kvartira-173-kv-m-yakkasarajskij-rajon-tashkent-ID441vd.html
394,225000.0,118.0,94.4,23.6,3,new,furnished,,5,9,,Mirobod,False,https://www.olx.uz/d/oz/obyavlenie/diplomat-sotuvda-3-xonalik-uy-remont-nukus-kochasi-mirobod-tumani-ID41Xd2.html
395,198000.0,98.0,78.4,19.6,3,new,furnished,,8,9,,Yunusobod,False,https://www.olx.uz/d/oz/obyavlenie/kiparis-sotuvda-3-xonalik-uy-remont-c-4-shedevr-central-ID43OZS.html
396,290000.0,157.0,125.6,31.4,4,new,unfurnished,,6,8,,Mirobod,False,https://www.olx.uz/d/oz/obyavlenie/gabus-sotuvda-4-xonalik-korobka-moshtabib-kochasi-mirobod-ID3YK3Z.html
397,65000.0,80.0,64.0,16.0,2,new,unfurnished,private,10,12,,Yunusobod,False,https://www.olx.uz/d/oz/obyavlenie/novostrojka-sotiladi-paradise-house-korzinka-petushok-80m2-haqiqiy-ID43PLr.html
398,170000.0,80.0,64.0,16.0,3,new,unfurnished,,10,11,,Yunusobod,False,https://www.olx.uz/d/oz/obyavlenie/muhtasham-sotuvda-3-xonalik-uy-remont-moliya-instituti-minor-ID432ep.html
399,155000.0,85.0,68.0,17.0,3,new,furnished,,6,8,,Mirzo-Ulug‘bek,False,https://www.olx.uz/d/oz/obyavlenie/oq-saroy-sotuvda-3-xonalik-uy-remont-parkentskiy-makro-ID43rqb.html
400,285000.0,160.0,128.0,32.0,4,new,furnished,,7,10,,Yakkasaroy,False,https://www.olx.uz/d/oz/obyavlenie/milano-sotuvda-4-xonalik-uy-remont-8-roddom-glinka-ID41SY9.html
401,125000.0,50.0,40.0,10.0,2,new,furnished,,7,25,,Mirzo-Ulug‘bek,False,https://www.olx.uz/d/oz/obyavlenie/akay-city-sotuvda-2-xonalik-uy-remont-h-olimjon-metro-darxon-ID42ZAJ.html
402,170000.0,64.05,51.24,12.81,2,new,unfurnished,,13,16,,Yashnobod,False,https://www.olx.uz/d/oz/obyavlenie/infinity-sotuvda-2-xonalik-korobka-sodiq-azimov-kochasi-efendi-kafesi-ID42Zvv.html
403,67999.0,50.0,40.0,10.0,1,new,unfurnished,shared,2,11,,Mirzo-Ulug‘bek,False,https://www.olx.uz/d/oz/obyavlenie/arzon-novostrojka-1kom-50m2-katta-darxan-zhk-ozmahal-haqiqiy-ID43vlT.html
404,68000.0,70.0,70.0,12.0,3,new,furnished,private,1,4,2019.0,Eshonguzar,False,https://www.olx.uz/d/oz/obyavlenie/3-xona-razdelni-68-min-sotiladi-srochniy-birinchi-etaj-ID44u8p.html
405,42500.0,52.0,50.0,10.4,1,new,unfurnished,private,4,8,,Mirobod,False,https://www.olx.uz/d/oz/obyavlenie/furqat-plaza-1-ID417qg.html
406,66000.0,70.0,56.0,14.0,2,new,furnished,shared,5,7,,Sirg‘ali,False,https://www.olx.uz/d/oz/obyavlenie/sergeli-6a-2-5-7-obshhaya-ploshhad-70-kv-m-s-mebelyu-i-texnikoj-ID390Vb.html
407,75000.0,42.0,33.6,8.4,1,new,unfurnished,,3,9,,Mirzo-Ulug‘bek,False,https://www.olx.uz/d/oz/obyavlenie/nrg-qorasuv-sotuvda-1-xonalik-uy-remont-qorasuv-6-mirzo-ulugbek-ID43fn3.html
408,95000.0,64.0,51.2,12.8,2,new,furnished,,4,6,,Yakkasaroy,False,https://www.olx.uz/d/oz/obyavlenie/novostroyka-sotuvda-2-xonalik-uy-remont-a-qahhor-kochasi-yakkasaroy-ID43fo9.html
409,205000.0,107.0,85.6,21.4,3,new,furnished,,7,9,,Yunusobod,False,https://www.olx.uz/d/oz/obyavlenie/novostroyka-sotuvda-3-xonalik-uy-remont-oloy-bozori-c-2-ID43fkx.html
410,400000.0,185.0,148.0,37.0,5,new,furnished,,1,9,,Mirzo-Ulug‘bek,False,https://www.olx.uz/d/oz/obyavlenie/nrg-mirzo-ulugbek-sotuvda-5-xonalik-uy-remont-sayram-kochasi-ID3ZRq0.html
411,150000.0,47.0,37.6,9.4,2,new,furnished,,4,14,,Yashnobod,False,https://www.olx.uz/d/oz/obyavlenie/infinity-sotuvda-2-xonalik-uy-remont-sodiq-azimov-kochasi-efendi-ID43tC1.html
412,277000.0,185.0,148.0,37.0,5,new,furnished,,6,7,,Yakkasaroy,False,https://www.olx.uz/d/oz/obyavlenie/viaport-sotuvda-5-xonalik-uy-remont-zavodskoy-kochasi-yakkasaroy-ID40v0u.html
413,240000.0,136.0,108.8,27.2,4,new,unfurnished,,1,5,,Shayxontohur,False,https://www.olx.uz/d/oz/obyavlenie/novostroyka-sotuvda-4-xonalik-uy-remont-nurafshon-kochasi-hast-imom-ID43dPI.html
414,112000.0,32.0,25.6,6.4,2,new,furnished,,1,7,,Yakkasaroy,False,https://www.olx.uz/d/oz/obyavlenie/novostroyka-sotuvda-2-xonalik-uy-remont-bobur-kochasi-parki-ID43dS4.html
415,165000.0,45.0,36.0,9.0,3,new,furnished,,1,7,,Yakkasaroy,False,https://www.olx.uz/d/oz/obyavlenie/novostroyka-sotuvda-3-xonalik-uy-remont-yakkasaroy-tumani-ID43dSA.html
416,162000000.0,36.0,36.0,9.0,1,new,unfurnished,private,10,16,,Chirchiq,False,https://www.olx.uz/d/oz/obyavlenie/novostrojka-global-house-hayot-residence-ID43vOV.html
417,180000.0,173.0,138.4,34.6,3,new,furnished,shared,8,8,,Yakkasaroy,False,https://www.olx.uz/d/oz/obyavlenie/prodaetsya-3-komnatnaya-kvartira-173-kv-m-yakkasarajskij-rajon-tashkent-ID441vd.html
418,82000.0,70.0,70.0,14.0,3,new,unfurnished,private,3,8,2023.0,Shayxontohur,False,https://www.olx.uz/d/oz/obyavlenie/prodaetsya-3-komnatnaya-kvartira-or-r-stroy-mart-ID42ZU6.html
419,85999.0,68.0,54.4,13.6,2,new,unfurnished,private,3,8,,Mirzo-Ulug‘bek,False,https://www.olx.uz/d/oz/obyavlenie/srochno-sotiladi-qorasuv-nrg-2kom-68m2-ulica-quva-karasu-6-arzon-ID43jax.html
420,105000.0,35.9,28.72,7.18,1,new,unfurnished,shared,14,27,,Shayxontohur,False,https://www.olx.uz/d/oz/obyavlenie/srochno-zhk-utower-premium-1-kom-35-90m2-druzhba-tashkent-city-arzon-ID43jjl.html
421,220000.0,106.0,84.8,21.2,4,new,furnished,,7,10,,Mirzo-Ulug‘bek,False,https://www.olx.uz/d/oz/obyavlenie/srochno-uy-sotiladi-4-7-10-106m2-darkhan-avenue-turar-joy-majmuasi-ID43HbP.html
422,930000.0,320.0,256.0,64.0,6,new,unfurnished,shared,15,16,,Yakkasaroy,False,https://www.olx.uz/d/oz/obyavlenie/srochno-uy-sotiladi-6-15-16-320m2-kislorod-02-turar-joy-majmuasi-ID43HeT.html
423,82000.0,49.0,39.2,9.8,1,new,furnished,shared,8,11,,Yakkasaroy,False,https://www.olx.uz/d/oz/obyavlenie/novostrojka-moderno-shota-rustaveli-49m2-haqiqiy-srochno-ID43J38.html
424,72999.0,59.0,47.2,11.8,2,new,furnished,shared,9,9,,Mirzo-Ulug‘bek,False,https://www.olx.uz/d/oz/obyavlenie/srochno-parkent-avenue-2kom-59m2-rynok-parkentskij-tapoich-most-ID41AOP.html
425,82000.0,52.0,41.6,10.4,2,new,unfurnished,private,6,12,,Mirobod,False,https://www.olx.uz/d/oz/obyavlenie/novostrojka-sotiladi-loft-residence-ul-s-azimova-c1-52m2-haqiqiy-ID43Jhm.html
426,74000.0,60.0,48.0,12.0,2,new,unfurnished,shared,12,12,,Shayxontohur,False,https://www.olx.uz/d/oz/obyavlenie/srochno-koh-ota-2kom-korobka-60m2-koxota-maszhidi-tc-rivera-arzon-ID43JrN.html
427,159999.0,80.0,64.0,16.0,3,new,furnished,shared,6,10,,Mirzo-Ulug‘bek,False,https://www.olx.uz/d/oz/obyavlenie/arzon-darkhan-avenue-3kom-80m2-darxan-voennoe-uchilishhe-haqiqiy-ID41Akl.html
428,74000.0,60.0,48.0,12.0,2,new,unfurnished,shared,12,12,,Shayxontohur,False,https://www.olx.uz/d/oz/obyavlenie/arzon-srochno-korobka-koh-ota-2kom-60m2-koxota-maszhidi-tc-rivera-ID43Jfm.html
429,80000.0,88.0,75.0,10.0,3,new,unfurnished,private,5,7,,Mirobod,False,https://www.olx.uz/d/oz/obyavlenie/3-xonali-kvartira-sotiladi-88-mkv-ID434fh.html
430,280000000.0,43.0,40.0,10.0,1,new,unfurnished,private,3,9,,To'ytepa,False,https://www.olx.uz/d/oz/obyavlenie/toshkent-viloyat-markazidan-xonadon-egasi-boling-xalol-nasiya-savdo-ID3S2Zo.html
431,142000.0,110.0,110.0,22.0,4,new,unfurnished,private,6,10,,Olmazor,False,https://www.olx.uz/d/oz/obyavlenie/navastryoka-dom-sotiladi-lyuks-remont-kvartira-ID44qwZ.html
432,65999.0,42.0,33.6,8.4,2,new,unfurnished,shared,10,16,,Shayxontohur,False,https://www.olx.uz/d/oz/obyavlenie/srochno-chaqar-1v2kom-42m2-druzhba-narodov-media-park-arzon-ID42Si2.html
433,145000.0,90.0,72.0,18.0,3,new,furnished,,6,10,,Yashnobod,False,https://www.olx.uz/d/oz/obyavlenie/new-life-in-yashnabad-sotuvda-3-xonalik-uy-remont-fargona-yoli-uzbum-ID3X19Y.html
434,220000.0,88.0,70.4,17.6,3,new,furnished,,8,9,,Yunusobod,False,https://www.olx.uz/d/oz/obyavlenie/real-house-sotuvda-3-xonalik-uy-remont-oloy-bozori-basri-baba-ID3Yexz.html
435,245000.0,98.0,78.4,19.6,3,new,furnished,,6,9,,Yunusobod,False,https://www.olx.uz/d/oz/obyavlenie/kiparis-sotuvda-3-xonalik-uy-remont-c-4-shedevr-ID3VVDG.html
436,119000.0,78.0,62.4,15.6,2,new,unfurnished,,22,25,,Mirzo-Ulug‘bek,False,https://www.olx.uz/d/oz/obyavlenie/akay-city-sotuvda-2-xonalik-korobka-k-niyozov-kochasi-mirzo-ulugbek-ID43Cnh.html
437,164999.0,80.0,64.0,16.0,3,new,furnished,shared,4,4,,Mirobod,False,https://www.olx.uz/d/oz/obyavlenie/arzon-narxda-vtorichka-3kom-80m2-cum-110-shkola-senat-podklyuch-ID43hAU.html
438,185000.0,100.0,80.0,20.0,4,new,furnished,,9,10,,Yunusobod,False,https://www.olx.uz/d/oz/obyavlenie/poytaxt-gavhari-sotuvda-4-xonalik-uy-remont-c-2-darxon-basri-baba-ID43G9F.html
439,140000.0,82.0,65.6,16.4,4,new,furnished,,2,8,,Yashnobod,False,https://www.olx.uz/d/oz/obyavlenie/mashxadi-residence-sotuvda-4-xonalik-uy-remont-parkent-bozori-ID43lbN.html
440,185000.0,74.0,59.2,14.8,3,new,furnished,shared,8,11,,Mirzo-Ulug‘bek,False,https://www.olx.uz/d/oz/obyavlenie/novostrojka-sotiladi-wiston-darxan-74m2-premium-haqiqiy-srochno-ID43JwN.html
441,77000.0,43.0,34.4,8.6,2,new,furnished,shared,8,10,,Yashnobod,False,https://www.olx.uz/d/oz/obyavlenie/novostrojka-sotiladi-srochno-poytaxt-residence-43m2-ul-maxtumkuliarzon-ID43Jir.html
442,66000.0,68.0,68.0,25.0,2,new,unfurnished,shared,8,10,2023.0,Uchtepa,False,https://www.olx.uz/d/oz/obyavlenie/uchtepa-tumani-uy-sotiladi-2-8-10-eski-uy-bozir-ornida-qurilga-68-8-kv-ID43pdj.html
